"AGE","TIME","UNIT","SEX","GEO","Value","Flag and Footnotes"
"From 10 to 14 years","2015W52","Number","Total","Belgium","1",""
"From 10 to 14 years","2015W53","Number","Total","Belgium","2",""
"From 10 to 14 years","2015W99","Number","Total","Belgium",":",""
"From 10 to 14 years","2016W01","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W02","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W03","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W04","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W05","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W06","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W07","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W08","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W09","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W10","Number","Total","Belgium","2",""
"From 10 to 14 years","2016W11","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W12","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W13","Number","Total","Belgium","4",""
"From 10 to 14 years","2016W14","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W15","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W16","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W17","Number","Total","Belgium","2",""
"From 10 to 14 years","2016W18","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W19","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W20","Number","Total","Belgium","2",""
"From 10 to 14 years","2016W21","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W22","Number","Total","Belgium","3",""
"From 10 to 14 years","2016W23","Number","Total","Belgium","2",""
"From 10 to 14 years","2016W24","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W25","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W26","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W27","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W28","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W29","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W30","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W31","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W32","Number","Total","Belgium","2",""
"From 10 to 14 years","2016W33","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W34","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W35","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W36","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W37","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W38","Number","Total","Belgium","2",""
"From 10 to 14 years","2016W39","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W40","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W41","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W42","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W43","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W44","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W45","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W46","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W47","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W48","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W49","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W50","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W51","Number","Total","Belgium","0",""
"From 10 to 14 years","2016W52","Number","Total","Belgium","1",""
"From 10 to 14 years","2016W99","Number","Total","Belgium",":",""
"From 10 to 14 years","2017W01","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W02","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W03","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W04","Number","Total","Belgium","4",""
"From 10 to 14 years","2017W05","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W06","Number","Total","Belgium","4",""
"From 10 to 14 years","2017W07","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W08","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W09","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W10","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W11","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W12","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W13","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W14","Number","Total","Belgium","4",""
"From 10 to 14 years","2017W15","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W16","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W17","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W18","Number","Total","Belgium","3",""
"From 10 to 14 years","2017W19","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W20","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W21","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W22","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W23","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W24","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W25","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W26","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W27","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W28","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W29","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W30","Number","Total","Belgium","3",""
"From 10 to 14 years","2017W31","Number","Total","Belgium","3",""
"From 10 to 14 years","2017W32","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W33","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W34","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W35","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W36","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W37","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W38","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W39","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W40","Number","Total","Belgium","3",""
"From 10 to 14 years","2017W41","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W42","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W43","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W44","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W45","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W46","Number","Total","Belgium","3",""
"From 10 to 14 years","2017W47","Number","Total","Belgium","3",""
"From 10 to 14 years","2017W48","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W49","Number","Total","Belgium","0",""
"From 10 to 14 years","2017W50","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W51","Number","Total","Belgium","2",""
"From 10 to 14 years","2017W52","Number","Total","Belgium","1",""
"From 10 to 14 years","2017W99","Number","Total","Belgium",":",""
"From 10 to 14 years","2018W01","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W02","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W03","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W04","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W05","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W06","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W07","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W08","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W09","Number","Total","Belgium","4",""
"From 10 to 14 years","2018W10","Number","Total","Belgium","3",""
"From 10 to 14 years","2018W11","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W12","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W13","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W14","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W15","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W16","Number","Total","Belgium","3",""
"From 10 to 14 years","2018W17","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W18","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W19","Number","Total","Belgium","3",""
"From 10 to 14 years","2018W20","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W21","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W22","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W23","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W24","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W25","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W26","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W27","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W28","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W29","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W30","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W31","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W32","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W33","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W34","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W35","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W36","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W37","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W38","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W39","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W40","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W41","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W42","Number","Total","Belgium","3",""
"From 10 to 14 years","2018W43","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W44","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W45","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W46","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W47","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W48","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W49","Number","Total","Belgium","3",""
"From 10 to 14 years","2018W50","Number","Total","Belgium","1",""
"From 10 to 14 years","2018W51","Number","Total","Belgium","0",""
"From 10 to 14 years","2018W52","Number","Total","Belgium","2",""
"From 10 to 14 years","2018W99","Number","Total","Belgium",":",""
"From 10 to 14 years","2019W01","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W02","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W03","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W04","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W05","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W06","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W07","Number","Total","Belgium","4","p"
"From 10 to 14 years","2019W08","Number","Total","Belgium","4","p"
"From 10 to 14 years","2019W09","Number","Total","Belgium","2","p"
"From 10 to 14 years","2019W10","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W11","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W12","Number","Total","Belgium","3","p"
"From 10 to 14 years","2019W13","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W14","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W15","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W16","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W17","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W18","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W19","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W20","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W21","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W22","Number","Total","Belgium","2","p"
"From 10 to 14 years","2019W23","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W24","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W25","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W26","Number","Total","Belgium","3","p"
"From 10 to 14 years","2019W27","Number","Total","Belgium","2","p"
"From 10 to 14 years","2019W28","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W29","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W30","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W31","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W32","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W33","Number","Total","Belgium","4","p"
"From 10 to 14 years","2019W34","Number","Total","Belgium","3","p"
"From 10 to 14 years","2019W35","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W36","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W37","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W38","Number","Total","Belgium","2","p"
"From 10 to 14 years","2019W39","Number","Total","Belgium","2","p"
"From 10 to 14 years","2019W40","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W41","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W42","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W43","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W44","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W45","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W46","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W47","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W48","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W49","Number","Total","Belgium","0","p"
"From 10 to 14 years","2019W50","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W51","Number","Total","Belgium","1","p"
"From 10 to 14 years","2019W52","Number","Total","Belgium","2","p"
"From 10 to 14 years","2019W99","Number","Total","Belgium",":",""
"From 10 to 14 years","2020W01","Number","Total","Belgium","3","p"
"From 10 to 14 years","2020W02","Number","Total","Belgium","1","p"
"From 10 to 14 years","2020W03","Number","Total","Belgium","2","p"
"From 10 to 14 years","2020W04","Number","Total","Belgium","3","p"
"From 10 to 14 years","2020W05","Number","Total","Belgium","3","p"
"From 10 to 14 years","2020W06","Number","Total","Belgium","2","p"
"From 10 to 14 years","2020W07","Number","Total","Belgium","0","p"
"From 10 to 14 years","2020W08","Number","Total","Belgium","2","p"
"From 10 to 14 years","2020W09","Number","Total","Belgium","1","p"
"From 10 to 14 years","2020W10","Number","Total","Belgium","0","p"
"From 10 to 14 years","2020W11","Number","Total","Belgium","0","p"
"From 10 to 14 years","2020W12","Number","Total","Belgium","0","p"
"From 10 to 14 years","2020W13","Number","Total","Belgium","0","p"
"From 10 to 14 years","2020W14","Number","Total","Belgium","4","p"
"From 10 to 14 years","2020W15","Number","Total","Belgium","0","p"
"From 10 to 14 years","2020W16","Number","Total","Belgium","0","p"
