"AGE","TIME","UNIT","SEX","GEO","Value","Flag and Footnotes"
"From 70 to 74 years","2003W47","Number","Total","Belgium","199",""
"From 70 to 74 years","2003W48","Number","Total","Belgium","225",""
"From 70 to 74 years","2003W49","Number","Total","Belgium","215",""
"From 70 to 74 years","2003W50","Number","Total","Belgium","260",""
"From 70 to 74 years","2003W51","Number","Total","Belgium","281",""
"From 70 to 74 years","2003W52","Number","Total","Belgium","295",""
"From 70 to 74 years","2003W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2004W01","Number","Total","Belgium","245",""
"From 70 to 74 years","2004W02","Number","Total","Belgium","277",""
"From 70 to 74 years","2004W03","Number","Total","Belgium","247",""
"From 70 to 74 years","2004W04","Number","Total","Belgium","247",""
"From 70 to 74 years","2004W05","Number","Total","Belgium","248",""
"From 70 to 74 years","2004W06","Number","Total","Belgium","228",""
"From 70 to 74 years","2004W07","Number","Total","Belgium","206",""
"From 70 to 74 years","2004W08","Number","Total","Belgium","230",""
"From 70 to 74 years","2004W09","Number","Total","Belgium","223",""
"From 70 to 74 years","2004W10","Number","Total","Belgium","231",""
"From 70 to 74 years","2004W11","Number","Total","Belgium","228",""
"From 70 to 74 years","2004W12","Number","Total","Belgium","206",""
"From 70 to 74 years","2004W13","Number","Total","Belgium","210",""
"From 70 to 74 years","2004W14","Number","Total","Belgium","237",""
"From 70 to 74 years","2004W15","Number","Total","Belgium","197",""
"From 70 to 74 years","2004W16","Number","Total","Belgium","217",""
"From 70 to 74 years","2004W17","Number","Total","Belgium","224",""
"From 70 to 74 years","2004W18","Number","Total","Belgium","231",""
"From 70 to 74 years","2004W19","Number","Total","Belgium","173",""
"From 70 to 74 years","2004W20","Number","Total","Belgium","212",""
"From 70 to 74 years","2004W21","Number","Total","Belgium","203",""
"From 70 to 74 years","2004W22","Number","Total","Belgium","206",""
"From 70 to 74 years","2004W23","Number","Total","Belgium","217",""
"From 70 to 74 years","2004W24","Number","Total","Belgium","213",""
"From 70 to 74 years","2004W25","Number","Total","Belgium","198",""
"From 70 to 74 years","2004W26","Number","Total","Belgium","210",""
"From 70 to 74 years","2004W27","Number","Total","Belgium","203",""
"From 70 to 74 years","2004W28","Number","Total","Belgium","232",""
"From 70 to 74 years","2004W29","Number","Total","Belgium","216",""
"From 70 to 74 years","2004W30","Number","Total","Belgium","189",""
"From 70 to 74 years","2004W31","Number","Total","Belgium","203",""
"From 70 to 74 years","2004W32","Number","Total","Belgium","213",""
"From 70 to 74 years","2004W33","Number","Total","Belgium","183",""
"From 70 to 74 years","2004W34","Number","Total","Belgium","207",""
"From 70 to 74 years","2004W35","Number","Total","Belgium","187",""
"From 70 to 74 years","2004W36","Number","Total","Belgium","207",""
"From 70 to 74 years","2004W37","Number","Total","Belgium","190",""
"From 70 to 74 years","2004W38","Number","Total","Belgium","186",""
"From 70 to 74 years","2004W39","Number","Total","Belgium","223",""
"From 70 to 74 years","2004W40","Number","Total","Belgium","225",""
"From 70 to 74 years","2004W41","Number","Total","Belgium","198",""
"From 70 to 74 years","2004W42","Number","Total","Belgium","225",""
"From 70 to 74 years","2004W43","Number","Total","Belgium","230",""
"From 70 to 74 years","2004W44","Number","Total","Belgium","201",""
"From 70 to 74 years","2004W45","Number","Total","Belgium","214",""
"From 70 to 74 years","2004W46","Number","Total","Belgium","203",""
"From 70 to 74 years","2004W47","Number","Total","Belgium","210",""
"From 70 to 74 years","2004W48","Number","Total","Belgium","205",""
"From 70 to 74 years","2004W49","Number","Total","Belgium","212",""
"From 70 to 74 years","2004W50","Number","Total","Belgium","219",""
"From 70 to 74 years","2004W51","Number","Total","Belgium","210",""
"From 70 to 74 years","2004W52","Number","Total","Belgium","248",""
"From 70 to 74 years","2004W53","Number","Total","Belgium","268",""
"From 70 to 74 years","2004W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2005W01","Number","Total","Belgium","234",""
"From 70 to 74 years","2005W02","Number","Total","Belgium","251",""
"From 70 to 74 years","2005W03","Number","Total","Belgium","231",""
"From 70 to 74 years","2005W04","Number","Total","Belgium","247",""
"From 70 to 74 years","2005W05","Number","Total","Belgium","217",""
"From 70 to 74 years","2005W06","Number","Total","Belgium","265",""
"From 70 to 74 years","2005W07","Number","Total","Belgium","260",""
"From 70 to 74 years","2005W08","Number","Total","Belgium","234",""
"From 70 to 74 years","2005W09","Number","Total","Belgium","258",""
"From 70 to 74 years","2005W10","Number","Total","Belgium","262",""
"From 70 to 74 years","2005W11","Number","Total","Belgium","278",""
"From 70 to 74 years","2005W12","Number","Total","Belgium","249",""
"From 70 to 74 years","2005W13","Number","Total","Belgium","229",""
"From 70 to 74 years","2005W14","Number","Total","Belgium","211",""
"From 70 to 74 years","2005W15","Number","Total","Belgium","240",""
"From 70 to 74 years","2005W16","Number","Total","Belgium","193",""
"From 70 to 74 years","2005W17","Number","Total","Belgium","210",""
"From 70 to 74 years","2005W18","Number","Total","Belgium","198",""
"From 70 to 74 years","2005W19","Number","Total","Belgium","225",""
"From 70 to 74 years","2005W20","Number","Total","Belgium","200",""
"From 70 to 74 years","2005W21","Number","Total","Belgium","241",""
"From 70 to 74 years","2005W22","Number","Total","Belgium","212",""
"From 70 to 74 years","2005W23","Number","Total","Belgium","207",""
"From 70 to 74 years","2005W24","Number","Total","Belgium","206",""
"From 70 to 74 years","2005W25","Number","Total","Belgium","185",""
"From 70 to 74 years","2005W26","Number","Total","Belgium","220",""
"From 70 to 74 years","2005W27","Number","Total","Belgium","175",""
"From 70 to 74 years","2005W28","Number","Total","Belgium","211",""
"From 70 to 74 years","2005W29","Number","Total","Belgium","187",""
"From 70 to 74 years","2005W30","Number","Total","Belgium","194",""
"From 70 to 74 years","2005W31","Number","Total","Belgium","180",""
"From 70 to 74 years","2005W32","Number","Total","Belgium","203",""
"From 70 to 74 years","2005W33","Number","Total","Belgium","193",""
"From 70 to 74 years","2005W34","Number","Total","Belgium","185",""
"From 70 to 74 years","2005W35","Number","Total","Belgium","195",""
"From 70 to 74 years","2005W36","Number","Total","Belgium","180",""
"From 70 to 74 years","2005W37","Number","Total","Belgium","194",""
"From 70 to 74 years","2005W38","Number","Total","Belgium","160",""
"From 70 to 74 years","2005W39","Number","Total","Belgium","166",""
"From 70 to 74 years","2005W40","Number","Total","Belgium","223",""
"From 70 to 74 years","2005W41","Number","Total","Belgium","174",""
"From 70 to 74 years","2005W42","Number","Total","Belgium","211",""
"From 70 to 74 years","2005W43","Number","Total","Belgium","239",""
"From 70 to 74 years","2005W44","Number","Total","Belgium","193",""
"From 70 to 74 years","2005W45","Number","Total","Belgium","208",""
"From 70 to 74 years","2005W46","Number","Total","Belgium","203",""
"From 70 to 74 years","2005W47","Number","Total","Belgium","193",""
"From 70 to 74 years","2005W48","Number","Total","Belgium","185",""
"From 70 to 74 years","2005W49","Number","Total","Belgium","251",""
"From 70 to 74 years","2005W50","Number","Total","Belgium","199",""
"From 70 to 74 years","2005W51","Number","Total","Belgium","239",""
"From 70 to 74 years","2005W52","Number","Total","Belgium","223",""
"From 70 to 74 years","2005W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2006W01","Number","Total","Belgium","243",""
"From 70 to 74 years","2006W02","Number","Total","Belgium","189",""
"From 70 to 74 years","2006W03","Number","Total","Belgium","208",""
"From 70 to 74 years","2006W04","Number","Total","Belgium","198",""
"From 70 to 74 years","2006W05","Number","Total","Belgium","202",""
"From 70 to 74 years","2006W06","Number","Total","Belgium","209",""
"From 70 to 74 years","2006W07","Number","Total","Belgium","225",""
"From 70 to 74 years","2006W08","Number","Total","Belgium","210",""
"From 70 to 74 years","2006W09","Number","Total","Belgium","223",""
"From 70 to 74 years","2006W10","Number","Total","Belgium","208",""
"From 70 to 74 years","2006W11","Number","Total","Belgium","201",""
"From 70 to 74 years","2006W12","Number","Total","Belgium","207",""
"From 70 to 74 years","2006W13","Number","Total","Belgium","194",""
"From 70 to 74 years","2006W14","Number","Total","Belgium","200",""
"From 70 to 74 years","2006W15","Number","Total","Belgium","200",""
"From 70 to 74 years","2006W16","Number","Total","Belgium","180",""
"From 70 to 74 years","2006W17","Number","Total","Belgium","192",""
"From 70 to 74 years","2006W18","Number","Total","Belgium","218",""
"From 70 to 74 years","2006W19","Number","Total","Belgium","225",""
"From 70 to 74 years","2006W20","Number","Total","Belgium","196",""
"From 70 to 74 years","2006W21","Number","Total","Belgium","184",""
"From 70 to 74 years","2006W22","Number","Total","Belgium","202",""
"From 70 to 74 years","2006W23","Number","Total","Belgium","204",""
"From 70 to 74 years","2006W24","Number","Total","Belgium","172",""
"From 70 to 74 years","2006W25","Number","Total","Belgium","202",""
"From 70 to 74 years","2006W26","Number","Total","Belgium","210",""
"From 70 to 74 years","2006W27","Number","Total","Belgium","204",""
"From 70 to 74 years","2006W28","Number","Total","Belgium","184",""
"From 70 to 74 years","2006W29","Number","Total","Belgium","205",""
"From 70 to 74 years","2006W30","Number","Total","Belgium","248",""
"From 70 to 74 years","2006W31","Number","Total","Belgium","170",""
"From 70 to 74 years","2006W32","Number","Total","Belgium","177",""
"From 70 to 74 years","2006W33","Number","Total","Belgium","174",""
"From 70 to 74 years","2006W34","Number","Total","Belgium","170",""
"From 70 to 74 years","2006W35","Number","Total","Belgium","190",""
"From 70 to 74 years","2006W36","Number","Total","Belgium","163",""
"From 70 to 74 years","2006W37","Number","Total","Belgium","207",""
"From 70 to 74 years","2006W38","Number","Total","Belgium","171",""
"From 70 to 74 years","2006W39","Number","Total","Belgium","198",""
"From 70 to 74 years","2006W40","Number","Total","Belgium","177",""
"From 70 to 74 years","2006W41","Number","Total","Belgium","185",""
"From 70 to 74 years","2006W42","Number","Total","Belgium","187",""
"From 70 to 74 years","2006W43","Number","Total","Belgium","187",""
"From 70 to 74 years","2006W44","Number","Total","Belgium","187",""
"From 70 to 74 years","2006W45","Number","Total","Belgium","195",""
"From 70 to 74 years","2006W46","Number","Total","Belgium","203",""
"From 70 to 74 years","2006W47","Number","Total","Belgium","177",""
"From 70 to 74 years","2006W48","Number","Total","Belgium","220",""
"From 70 to 74 years","2006W49","Number","Total","Belgium","160",""
"From 70 to 74 years","2006W50","Number","Total","Belgium","203",""
"From 70 to 74 years","2006W51","Number","Total","Belgium","202",""
"From 70 to 74 years","2006W52","Number","Total","Belgium","200",""
"From 70 to 74 years","2006W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2007W01","Number","Total","Belgium","250",""
"From 70 to 74 years","2007W02","Number","Total","Belgium","188",""
"From 70 to 74 years","2007W03","Number","Total","Belgium","240",""
"From 70 to 74 years","2007W04","Number","Total","Belgium","209",""
"From 70 to 74 years","2007W05","Number","Total","Belgium","220",""
"From 70 to 74 years","2007W06","Number","Total","Belgium","202",""
"From 70 to 74 years","2007W07","Number","Total","Belgium","200",""
"From 70 to 74 years","2007W08","Number","Total","Belgium","237",""
"From 70 to 74 years","2007W09","Number","Total","Belgium","238",""
"From 70 to 74 years","2007W10","Number","Total","Belgium","198",""
"From 70 to 74 years","2007W11","Number","Total","Belgium","185",""
"From 70 to 74 years","2007W12","Number","Total","Belgium","185",""
"From 70 to 74 years","2007W13","Number","Total","Belgium","193",""
"From 70 to 74 years","2007W14","Number","Total","Belgium","198",""
"From 70 to 74 years","2007W15","Number","Total","Belgium","197",""
"From 70 to 74 years","2007W16","Number","Total","Belgium","199",""
"From 70 to 74 years","2007W17","Number","Total","Belgium","206",""
"From 70 to 74 years","2007W18","Number","Total","Belgium","191",""
"From 70 to 74 years","2007W19","Number","Total","Belgium","167",""
"From 70 to 74 years","2007W20","Number","Total","Belgium","172",""
"From 70 to 74 years","2007W21","Number","Total","Belgium","179",""
"From 70 to 74 years","2007W22","Number","Total","Belgium","218",""
"From 70 to 74 years","2007W23","Number","Total","Belgium","163",""
"From 70 to 74 years","2007W24","Number","Total","Belgium","184",""
"From 70 to 74 years","2007W25","Number","Total","Belgium","156",""
"From 70 to 74 years","2007W26","Number","Total","Belgium","173",""
"From 70 to 74 years","2007W27","Number","Total","Belgium","170",""
"From 70 to 74 years","2007W28","Number","Total","Belgium","163",""
"From 70 to 74 years","2007W29","Number","Total","Belgium","193",""
"From 70 to 74 years","2007W30","Number","Total","Belgium","185",""
"From 70 to 74 years","2007W31","Number","Total","Belgium","151",""
"From 70 to 74 years","2007W32","Number","Total","Belgium","172",""
"From 70 to 74 years","2007W33","Number","Total","Belgium","171",""
"From 70 to 74 years","2007W34","Number","Total","Belgium","174",""
"From 70 to 74 years","2007W35","Number","Total","Belgium","171",""
"From 70 to 74 years","2007W36","Number","Total","Belgium","186",""
"From 70 to 74 years","2007W37","Number","Total","Belgium","168",""
"From 70 to 74 years","2007W38","Number","Total","Belgium","180",""
"From 70 to 74 years","2007W39","Number","Total","Belgium","176",""
"From 70 to 74 years","2007W40","Number","Total","Belgium","164",""
"From 70 to 74 years","2007W41","Number","Total","Belgium","188",""
"From 70 to 74 years","2007W42","Number","Total","Belgium","200",""
"From 70 to 74 years","2007W43","Number","Total","Belgium","187",""
"From 70 to 74 years","2007W44","Number","Total","Belgium","187",""
"From 70 to 74 years","2007W45","Number","Total","Belgium","198",""
"From 70 to 74 years","2007W46","Number","Total","Belgium","181",""
"From 70 to 74 years","2007W47","Number","Total","Belgium","193",""
"From 70 to 74 years","2007W48","Number","Total","Belgium","228",""
"From 70 to 74 years","2007W49","Number","Total","Belgium","212",""
"From 70 to 74 years","2007W50","Number","Total","Belgium","206",""
"From 70 to 74 years","2007W51","Number","Total","Belgium","192",""
"From 70 to 74 years","2007W52","Number","Total","Belgium","219",""
"From 70 to 74 years","2007W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2008W01","Number","Total","Belgium","218",""
"From 70 to 74 years","2008W02","Number","Total","Belgium","192",""
"From 70 to 74 years","2008W03","Number","Total","Belgium","222",""
"From 70 to 74 years","2008W04","Number","Total","Belgium","196",""
"From 70 to 74 years","2008W05","Number","Total","Belgium","199",""
"From 70 to 74 years","2008W06","Number","Total","Belgium","177",""
"From 70 to 74 years","2008W07","Number","Total","Belgium","196",""
"From 70 to 74 years","2008W08","Number","Total","Belgium","201",""
"From 70 to 74 years","2008W09","Number","Total","Belgium","204",""
"From 70 to 74 years","2008W10","Number","Total","Belgium","192",""
"From 70 to 74 years","2008W11","Number","Total","Belgium","191",""
"From 70 to 74 years","2008W12","Number","Total","Belgium","187",""
"From 70 to 74 years","2008W13","Number","Total","Belgium","180",""
"From 70 to 74 years","2008W14","Number","Total","Belgium","227",""
"From 70 to 74 years","2008W15","Number","Total","Belgium","202",""
"From 70 to 74 years","2008W16","Number","Total","Belgium","161",""
"From 70 to 74 years","2008W17","Number","Total","Belgium","172",""
"From 70 to 74 years","2008W18","Number","Total","Belgium","183",""
"From 70 to 74 years","2008W19","Number","Total","Belgium","191",""
"From 70 to 74 years","2008W20","Number","Total","Belgium","169",""
"From 70 to 74 years","2008W21","Number","Total","Belgium","177",""
"From 70 to 74 years","2008W22","Number","Total","Belgium","156",""
"From 70 to 74 years","2008W23","Number","Total","Belgium","165",""
"From 70 to 74 years","2008W24","Number","Total","Belgium","169",""
"From 70 to 74 years","2008W25","Number","Total","Belgium","197",""
"From 70 to 74 years","2008W26","Number","Total","Belgium","175",""
"From 70 to 74 years","2008W27","Number","Total","Belgium","173",""
"From 70 to 74 years","2008W28","Number","Total","Belgium","183",""
"From 70 to 74 years","2008W29","Number","Total","Belgium","164",""
"From 70 to 74 years","2008W30","Number","Total","Belgium","160",""
"From 70 to 74 years","2008W31","Number","Total","Belgium","166",""
"From 70 to 74 years","2008W32","Number","Total","Belgium","162",""
"From 70 to 74 years","2008W33","Number","Total","Belgium","181",""
"From 70 to 74 years","2008W34","Number","Total","Belgium","166",""
"From 70 to 74 years","2008W35","Number","Total","Belgium","180",""
"From 70 to 74 years","2008W36","Number","Total","Belgium","153",""
"From 70 to 74 years","2008W37","Number","Total","Belgium","181",""
"From 70 to 74 years","2008W38","Number","Total","Belgium","183",""
"From 70 to 74 years","2008W39","Number","Total","Belgium","166",""
"From 70 to 74 years","2008W40","Number","Total","Belgium","191",""
"From 70 to 74 years","2008W41","Number","Total","Belgium","174",""
"From 70 to 74 years","2008W42","Number","Total","Belgium","164",""
"From 70 to 74 years","2008W43","Number","Total","Belgium","163",""
"From 70 to 74 years","2008W44","Number","Total","Belgium","183",""
"From 70 to 74 years","2008W45","Number","Total","Belgium","204",""
"From 70 to 74 years","2008W46","Number","Total","Belgium","165",""
"From 70 to 74 years","2008W47","Number","Total","Belgium","192",""
"From 70 to 74 years","2008W48","Number","Total","Belgium","202",""
"From 70 to 74 years","2008W49","Number","Total","Belgium","210",""
"From 70 to 74 years","2008W50","Number","Total","Belgium","189",""
"From 70 to 74 years","2008W51","Number","Total","Belgium","194",""
"From 70 to 74 years","2008W52","Number","Total","Belgium","217",""
"From 70 to 74 years","2008W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2009W01","Number","Total","Belgium","211",""
"From 70 to 74 years","2009W02","Number","Total","Belgium","215",""
"From 70 to 74 years","2009W03","Number","Total","Belgium","244",""
"From 70 to 74 years","2009W04","Number","Total","Belgium","224",""
"From 70 to 74 years","2009W05","Number","Total","Belgium","195",""
"From 70 to 74 years","2009W06","Number","Total","Belgium","237",""
"From 70 to 74 years","2009W07","Number","Total","Belgium","245",""
"From 70 to 74 years","2009W08","Number","Total","Belgium","173",""
"From 70 to 74 years","2009W09","Number","Total","Belgium","195",""
"From 70 to 74 years","2009W10","Number","Total","Belgium","176",""
"From 70 to 74 years","2009W11","Number","Total","Belgium","186",""
"From 70 to 74 years","2009W12","Number","Total","Belgium","214",""
"From 70 to 74 years","2009W13","Number","Total","Belgium","200",""
"From 70 to 74 years","2009W14","Number","Total","Belgium","161",""
"From 70 to 74 years","2009W15","Number","Total","Belgium","190",""
"From 70 to 74 years","2009W16","Number","Total","Belgium","164",""
"From 70 to 74 years","2009W17","Number","Total","Belgium","175",""
"From 70 to 74 years","2009W18","Number","Total","Belgium","165",""
"From 70 to 74 years","2009W19","Number","Total","Belgium","173",""
"From 70 to 74 years","2009W20","Number","Total","Belgium","148",""
"From 70 to 74 years","2009W21","Number","Total","Belgium","169",""
"From 70 to 74 years","2009W22","Number","Total","Belgium","171",""
"From 70 to 74 years","2009W23","Number","Total","Belgium","172",""
"From 70 to 74 years","2009W24","Number","Total","Belgium","181",""
"From 70 to 74 years","2009W25","Number","Total","Belgium","179",""
"From 70 to 74 years","2009W26","Number","Total","Belgium","180",""
"From 70 to 74 years","2009W27","Number","Total","Belgium","194",""
"From 70 to 74 years","2009W28","Number","Total","Belgium","150",""
"From 70 to 74 years","2009W29","Number","Total","Belgium","172",""
"From 70 to 74 years","2009W30","Number","Total","Belgium","156",""
"From 70 to 74 years","2009W31","Number","Total","Belgium","176",""
"From 70 to 74 years","2009W32","Number","Total","Belgium","174",""
"From 70 to 74 years","2009W33","Number","Total","Belgium","162",""
"From 70 to 74 years","2009W34","Number","Total","Belgium","175",""
"From 70 to 74 years","2009W35","Number","Total","Belgium","176",""
"From 70 to 74 years","2009W36","Number","Total","Belgium","174",""
"From 70 to 74 years","2009W37","Number","Total","Belgium","166",""
"From 70 to 74 years","2009W38","Number","Total","Belgium","176",""
"From 70 to 74 years","2009W39","Number","Total","Belgium","164",""
"From 70 to 74 years","2009W40","Number","Total","Belgium","155",""
"From 70 to 74 years","2009W41","Number","Total","Belgium","153",""
"From 70 to 74 years","2009W42","Number","Total","Belgium","184",""
"From 70 to 74 years","2009W43","Number","Total","Belgium","188",""
"From 70 to 74 years","2009W44","Number","Total","Belgium","209",""
"From 70 to 74 years","2009W45","Number","Total","Belgium","188",""
"From 70 to 74 years","2009W46","Number","Total","Belgium","186",""
"From 70 to 74 years","2009W47","Number","Total","Belgium","179",""
"From 70 to 74 years","2009W48","Number","Total","Belgium","191",""
"From 70 to 74 years","2009W49","Number","Total","Belgium","168",""
"From 70 to 74 years","2009W50","Number","Total","Belgium","186",""
"From 70 to 74 years","2009W51","Number","Total","Belgium","189",""
"From 70 to 74 years","2009W52","Number","Total","Belgium","207",""
"From 70 to 74 years","2009W53","Number","Total","Belgium","204",""
"From 70 to 74 years","2009W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2010W01","Number","Total","Belgium","199",""
"From 70 to 74 years","2010W02","Number","Total","Belgium","202",""
"From 70 to 74 years","2010W03","Number","Total","Belgium","204",""
"From 70 to 74 years","2010W04","Number","Total","Belgium","182",""
"From 70 to 74 years","2010W05","Number","Total","Belgium","200",""
"From 70 to 74 years","2010W06","Number","Total","Belgium","173",""
"From 70 to 74 years","2010W07","Number","Total","Belgium","172",""
"From 70 to 74 years","2010W08","Number","Total","Belgium","174",""
"From 70 to 74 years","2010W09","Number","Total","Belgium","203",""
"From 70 to 74 years","2010W10","Number","Total","Belgium","220",""
"From 70 to 74 years","2010W11","Number","Total","Belgium","177",""
"From 70 to 74 years","2010W12","Number","Total","Belgium","172",""
"From 70 to 74 years","2010W13","Number","Total","Belgium","173",""
"From 70 to 74 years","2010W14","Number","Total","Belgium","168",""
"From 70 to 74 years","2010W15","Number","Total","Belgium","178",""
"From 70 to 74 years","2010W16","Number","Total","Belgium","195",""
"From 70 to 74 years","2010W17","Number","Total","Belgium","171",""
"From 70 to 74 years","2010W18","Number","Total","Belgium","165",""
"From 70 to 74 years","2010W19","Number","Total","Belgium","199",""
"From 70 to 74 years","2010W20","Number","Total","Belgium","169",""
"From 70 to 74 years","2010W21","Number","Total","Belgium","148",""
"From 70 to 74 years","2010W22","Number","Total","Belgium","198",""
"From 70 to 74 years","2010W23","Number","Total","Belgium","175",""
"From 70 to 74 years","2010W24","Number","Total","Belgium","162",""
"From 70 to 74 years","2010W25","Number","Total","Belgium","181",""
"From 70 to 74 years","2010W26","Number","Total","Belgium","211",""
"From 70 to 74 years","2010W27","Number","Total","Belgium","206",""
"From 70 to 74 years","2010W28","Number","Total","Belgium","163",""
"From 70 to 74 years","2010W29","Number","Total","Belgium","168",""
"From 70 to 74 years","2010W30","Number","Total","Belgium","151",""
"From 70 to 74 years","2010W31","Number","Total","Belgium","168",""
"From 70 to 74 years","2010W32","Number","Total","Belgium","190",""
"From 70 to 74 years","2010W33","Number","Total","Belgium","153",""
"From 70 to 74 years","2010W34","Number","Total","Belgium","175",""
"From 70 to 74 years","2010W35","Number","Total","Belgium","178",""
"From 70 to 74 years","2010W36","Number","Total","Belgium","155",""
"From 70 to 74 years","2010W37","Number","Total","Belgium","162",""
"From 70 to 74 years","2010W38","Number","Total","Belgium","169",""
"From 70 to 74 years","2010W39","Number","Total","Belgium","178",""
"From 70 to 74 years","2010W40","Number","Total","Belgium","186",""
"From 70 to 74 years","2010W41","Number","Total","Belgium","146",""
"From 70 to 74 years","2010W42","Number","Total","Belgium","170",""
"From 70 to 74 years","2010W43","Number","Total","Belgium","196",""
"From 70 to 74 years","2010W44","Number","Total","Belgium","168",""
"From 70 to 74 years","2010W45","Number","Total","Belgium","172",""
"From 70 to 74 years","2010W46","Number","Total","Belgium","181",""
"From 70 to 74 years","2010W47","Number","Total","Belgium","214",""
"From 70 to 74 years","2010W48","Number","Total","Belgium","178",""
"From 70 to 74 years","2010W49","Number","Total","Belgium","191",""
"From 70 to 74 years","2010W50","Number","Total","Belgium","193",""
"From 70 to 74 years","2010W51","Number","Total","Belgium","194",""
"From 70 to 74 years","2010W52","Number","Total","Belgium","168",""
"From 70 to 74 years","2010W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2011W01","Number","Total","Belgium","178",""
"From 70 to 74 years","2011W02","Number","Total","Belgium","209",""
"From 70 to 74 years","2011W03","Number","Total","Belgium","191",""
"From 70 to 74 years","2011W04","Number","Total","Belgium","188",""
"From 70 to 74 years","2011W05","Number","Total","Belgium","178",""
"From 70 to 74 years","2011W06","Number","Total","Belgium","165",""
"From 70 to 74 years","2011W07","Number","Total","Belgium","194",""
"From 70 to 74 years","2011W08","Number","Total","Belgium","180",""
"From 70 to 74 years","2011W09","Number","Total","Belgium","173",""
"From 70 to 74 years","2011W10","Number","Total","Belgium","183",""
"From 70 to 74 years","2011W11","Number","Total","Belgium","170",""
"From 70 to 74 years","2011W12","Number","Total","Belgium","188",""
"From 70 to 74 years","2011W13","Number","Total","Belgium","166",""
"From 70 to 74 years","2011W14","Number","Total","Belgium","191",""
"From 70 to 74 years","2011W15","Number","Total","Belgium","171",""
"From 70 to 74 years","2011W16","Number","Total","Belgium","198",""
"From 70 to 74 years","2011W17","Number","Total","Belgium","184",""
"From 70 to 74 years","2011W18","Number","Total","Belgium","149",""
"From 70 to 74 years","2011W19","Number","Total","Belgium","172",""
"From 70 to 74 years","2011W20","Number","Total","Belgium","170",""
"From 70 to 74 years","2011W21","Number","Total","Belgium","160",""
"From 70 to 74 years","2011W22","Number","Total","Belgium","168",""
"From 70 to 74 years","2011W23","Number","Total","Belgium","174",""
"From 70 to 74 years","2011W24","Number","Total","Belgium","171",""
"From 70 to 74 years","2011W25","Number","Total","Belgium","170",""
"From 70 to 74 years","2011W26","Number","Total","Belgium","185",""
"From 70 to 74 years","2011W27","Number","Total","Belgium","155",""
"From 70 to 74 years","2011W28","Number","Total","Belgium","169",""
"From 70 to 74 years","2011W29","Number","Total","Belgium","130",""
"From 70 to 74 years","2011W30","Number","Total","Belgium","167",""
"From 70 to 74 years","2011W31","Number","Total","Belgium","171",""
"From 70 to 74 years","2011W32","Number","Total","Belgium","168",""
"From 70 to 74 years","2011W33","Number","Total","Belgium","152",""
"From 70 to 74 years","2011W34","Number","Total","Belgium","153",""
"From 70 to 74 years","2011W35","Number","Total","Belgium","165",""
"From 70 to 74 years","2011W36","Number","Total","Belgium","172",""
"From 70 to 74 years","2011W37","Number","Total","Belgium","161",""
"From 70 to 74 years","2011W38","Number","Total","Belgium","170",""
"From 70 to 74 years","2011W39","Number","Total","Belgium","160",""
"From 70 to 74 years","2011W40","Number","Total","Belgium","161",""
"From 70 to 74 years","2011W41","Number","Total","Belgium","175",""
"From 70 to 74 years","2011W42","Number","Total","Belgium","153",""
"From 70 to 74 years","2011W43","Number","Total","Belgium","177",""
"From 70 to 74 years","2011W44","Number","Total","Belgium","165",""
"From 70 to 74 years","2011W45","Number","Total","Belgium","174",""
"From 70 to 74 years","2011W46","Number","Total","Belgium","176",""
"From 70 to 74 years","2011W47","Number","Total","Belgium","176",""
"From 70 to 74 years","2011W48","Number","Total","Belgium","183",""
"From 70 to 74 years","2011W49","Number","Total","Belgium","204",""
"From 70 to 74 years","2011W50","Number","Total","Belgium","206",""
"From 70 to 74 years","2011W51","Number","Total","Belgium","179",""
"From 70 to 74 years","2011W52","Number","Total","Belgium","192",""
"From 70 to 74 years","2011W99","Number","Total","Belgium",":",""
"From 70 to 74 years","2012W01","Number","Total","Belgium","199",""
"From 70 to 74 years","2012W02","Number","Total","Belgium","188",""
"From 70 to 74 years","2012W03","Number","Total","Belgium","195",""
"From 70 to 74 years","2012W04","Number","Total","Belgium","196",""
"From 70 to 74 years","2012W05","Number","Total","Belgium","199",""
"From 70 to 74 years","2012W06","Number","Total","Belgium","186",""
"From 70 to 74 years","2012W07","Number","Total","Belgium","198",""
"From 70 to 74 years","2012W08","Number","Total","Belgium","195",""
"From 70 to 74 years","2012W09","Number","Total","Belgium","194",""
"From 70 to 74 years","2012W10","Number","Total","Belgium","217",""
"From 70 to 74 years","2012W11","Number","Total","Belgium","195",""
"From 70 to 74 years","2012W12","Number","Total","Belgium","176",""
"From 70 to 74 years","2012W13","Number","Total","Belgium","187",""
"From 70 to 74 years","2012W14","Number","Total","Belgium","172",""
"From 70 to 74 years","2012W15","Number","Total","Belgium","164",""
"From 70 to 74 years","2012W16","Number","Total","Belgium","181",""
"From 70 to 74 years","2012W17","Number","Total","Belgium","166",""
